clase;forma-del-sombrero;superficie-del-sombrero;color-del-sombrero;lastimaduras;olor;union-laminas;separacion-laminas;tamano-laminas;color-laminas;forma-tallo;raiz-tallo;superficie-tallo-arriba-del-anillo;superficie-tallo-debajo-del-anillo;color-tallo-arriba-del-anillo;color-tallo-debajo-del-anillo;tipo-de-velo;color-del-velo;numero-de-anillos;tipo-de-anillos;color-impresion-de-esporas;poblacion;habitat
Comestible;Hundida;Fibrosa;Marron;No;Ninguno;Libres;Cercanas;Estrechas;Negro;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Urbano
Venenoso;Convexa;Lisa;Blanco;Si;Pungente;Libres;Cercanas;Estrechas;Negro;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Varia;Hierbas
Comestible;Convexa;Escamosa;Blanco;Si;Almendra;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Numerosa;Praderas
Venenoso;Plana;Escamosa;Marron;Si;Pungente;Libres;Cercanas;Estrechas;Rosa;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Varia;Hierbas
Comestible;Plana;Lisa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Negro;Enflaquecido;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Abundante;Hierbas
Comestible;Convexa;Lisa;Amarillo;Si;Anis;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Praderas
Comestible;Convexa;Lisa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Marron;Enflaquecido;Igual;Lisa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Comestible;Campana;Lisa;Amarillo;Si;Almendra;Libres;Cercanas;Anchas;Blanco;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Numerosa;Hierbas
Comestible;Plana;Fibrosa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Chocolate;Enflaquecido;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Abundante;Hierbas
Comestible;Convexa;Lisa;Blanco;Si;Anis;Libres;Cercanas;Anchas;Marron;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Numerosa;Hierbas
Comestible;Campana;Lisa;Blanco;Si;Anis;Libres;Cercanas;Anchas;Marron;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Praderas
Comestible;Campana;Lisa;Blanco;Si;Anis;Libres;Cercanas;Anchas;Blanco;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Hierbas
Comestible;Campana;Escamosa;Blanco;Si;Anis;Libres;Cercanas;Anchas;Blanco;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Praderas
Comestible;Plana;Lisa;Blanco;Si;Anis;Libres;Aglomeradas;Estrechas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Morado;Varia;Bosques
Comestible;Convexa;Escamosa;Amarillo;Si;Anis;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Praderas
Comestible;Plana;Lisa;Blanco;Si;Almendra;Libres;Aglomeradas;Estrechas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Venenoso;Convexa;Escamosa;Blanco;Si;Pungente;Libres;Cercanas;Estrechas;Blanco;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Urbano
Comestible;Plana;Fibrosa;Blanco;Si;Anis;Libres;Aglomeradas;Estrechas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Convexa;Escamosa;Amarillo;Si;Almendra;Libres;Cercanas;Anchas;Marron;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Hierbas
Venenoso;Convexa;Lisa;Marron;Si;Pungente;Libres;Cercanas;Estrechas;Rosa;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Hierbas
Comestible;Campana;Lisa;Amarillo;Si;Anis;Libres;Cercanas;Anchas;Blanco;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Numerosa;Hierbas
Comestible;Convexa;Escamosa;Marron;Si;Almendra;Libres;Cercanas;Anchas;Blanco;Agrandado;Con raiz;Lisa;Escamosa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Caminos
Comestible;Campana;Escamosa;Amarillo;Si;Anis;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Numerosa;Praderas
Comestible;Hundida;Fibrosa;Marron;No;Ninguno;Libres;Cercanas;Estrechas;Negro;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Urbano
Comestible;Plana;Escamosa;Marron;Si;Almendra;Libres;Cercanas;Anchas;Blanco;Agrandado;Con raiz;Lisa;Escamosa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Caminos
Comestible;Convexa;Escamosa;Amarillo;Si;Almendra;Libres;Cercanas;Anchas;Negro;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Numerosa;Hierbas
Comestible;Convexa;Fibrosa;Gris;No;Ninguno;Libres;Aglomeradas;Anchas;Negro;Enflaquecido;Igual;Fibrosa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Comestible;Plana;Fibrosa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Negro;Enflaquecido;Igual;Lisa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Abundante;Hierbas
Comestible;Convexa;Escamosa;Amarillo;Si;Anis;Libres;Cercanas;Anchas;Blanco;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Numerosa;Praderas
Comestible;Campana;Lisa;Amarillo;Si;Anis;Libres;Cercanas;Anchas;Negro;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Numerosa;Hierbas
Comestible;Campana;Escamosa;Blanco;Si;Almendra;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Numerosa;Praderas
Comestible;Convexa;Escamosa;Blanco;Si;Almendra;Libres;Cercanas;Anchas;Blanco;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Hierbas
Comestible;Convexa;Lisa;Marron;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Marron;Abundante;Hierbas
Comestible;Convexa;Escamosa;Blanco;Si;Anis;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Hierbas
Comestible;Hundida;Fibrosa;Marron;No;Ninguno;Libres;Cercanas;Estrechas;Negro;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Varia;Urbano
Comestible;Convexa;Lisa;Blanco;Si;Almendra;Libres;Aglomeradas;Estrechas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Morado;Varia;Bosques
Comestible;Convexa;Escamosa;Marron;Si;Anis;Libres;Cercanas;Anchas;Blanco;Agrandado;Con raiz;Lisa;Escamosa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Hierbas
Comestible;Campana;Escamosa;Amarillo;Si;Almendra;Libres;Cercanas;Anchas;Negro;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Numerosa;Hierbas
Comestible;Convexa;Escamosa;Blanco;Si;Almendra;Libres;Cercanas;Anchas;Negro;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Numerosa;Hierbas
Comestible;Campana;Escamosa;Blanco;Si;Almendra;Libres;Cercanas;Anchas;Marron;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Praderas
Comestible;Campana;Lisa;Amarillo;Si;Almendra;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Hierbas
Comestible;Campana;Lisa;Amarillo;Si;Anis;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Praderas
Comestible;Campana;Escamosa;Amarillo;Si;Almendra;Libres;Cercanas;Anchas;Marron;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Numerosa;Hierbas
Comestible;Convexa;Fibrosa;Marron;No;Ninguno;Libres;Cercanas;Estrechas;Negro;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Urbano
Comestible;Plana;Escamosa;Marron;Si;Anis;Libres;Cercanas;Anchas;Marron;Agrandado;Con raiz;Lisa;Escamosa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Hierbas
Comestible;Convexa;Escamosa;Blanco;Si;Almendra;Libres;Cercanas;Anchas;Negro;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Hierbas
Comestible;Plana;Escamosa;Amarillo;Si;Anis;Libres;Cercanas;Anchas;Blanco;Agrandado;Con raiz;Lisa;Escamosa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Caminos
Comestible;Campana;Lisa;Blanco;Si;Almendra;Libres;Cercanas;Anchas;Blanco;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Hierbas
Comestible;Campana;Lisa;Blanco;Si;Almendra;Libres;Cercanas;Anchas;Blanco;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Praderas
Comestible;Convexa;Escamosa;Marron;Si;Anis;Libres;Cercanas;Anchas;Blanco;Agrandado;Con raiz;Lisa;Escamosa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Hierbas
Comestible;Campana;Lisa;Blanco;Si;Almendra;Libres;Cercanas;Anchas;Negro;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Hierbas
Comestible;Convexa;Fibrosa;Gris;No;Ninguno;Libres;Cercanas;Estrechas;Gris;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Urbano
Comestible;Campana;Lisa;Amarillo;Si;Anis;Libres;Cercanas;Anchas;Negro;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Hierbas
Comestible;Convexa;Fibrosa;Amarillo;Si;Anis;Libres;Aglomeradas;Estrechas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Morado;Varia;Bosques
Comestible;Campana;Escamosa;Amarillo;Si;Almendra;Libres;Cercanas;Anchas;Blanco;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Hierbas
Comestible;Plana;Escamosa;Amarillo;Si;Anis;Libres;Cercanas;Anchas;Rosa;Agrandado;Con raiz;Lisa;Escamosa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Hierbas
Comestible;Campana;Escamosa;Blanco;Si;Anis;Libres;Cercanas;Anchas;Blanco;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Numerosa;Praderas
Comestible;Campana;Escamosa;Blanco;Si;Almendra;Libres;Cercanas;Anchas;Negro;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Numerosa;Praderas
Comestible;Campana;Escamosa;Amarillo;Si;Almendra;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Hierbas
Comestible;Convexa;Escamosa;Amarillo;Si;Anis;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Numerosa;Praderas
Comestible;Campana;Lisa;Amarillo;Si;Anis;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Numerosa;Hierbas
Venenoso;Convexa;Escamosa;Blanco;Si;Pungente;Libres;Cercanas;Estrechas;Rosa;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Urbano
Comestible;Hundida;Fibrosa;Marron;No;Ninguno;Libres;Cercanas;Estrechas;Gris;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Urbano
Comestible;Plana;Fibrosa;Marron;No;Ninguno;Libres;Cercanas;Estrechas;Gris;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Varia;Urbano
Comestible;Convexa;Lisa;Amarillo;Si;Almendra;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Praderas
Comestible;Plana;Escamosa;Marron;Si;Almendra;Libres;Cercanas;Anchas;Rosa;Agrandado;Con raiz;Lisa;Escamosa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Caminos
Venenoso;Convexa;Escamosa;Blanco;Si;Pungente;Libres;Cercanas;Estrechas;Negro;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Hierbas
Comestible;Campana;Lisa;Blanco;Si;Anis;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Praderas
Comestible;Plana;Fibrosa;Gris;No;Ninguno;Libres;Cercanas;Estrechas;Rosa;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Varia;Urbano
Comestible;Campana;Escamosa;Amarillo;Si;Anis;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Numerosa;Hierbas
Comestible;Convexa;Escamosa;Marron;Si;Almendra;Libres;Cercanas;Anchas;Blanco;Agrandado;Con raiz;Lisa;Escamosa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Caminos
Comestible;Convexa;Fibrosa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Rosa;Enflaquecido;Igual;Lisa;Fibrosa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Comestible;Convexa;Lisa;Blanco;Si;Anis;Libres;Aglomeradas;Estrechas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Campana;Lisa;Blanco;Si;Anis;Libres;Cercanas;Anchas;Blanco;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Praderas
Comestible;Plana;Lisa;Amarillo;Si;Almendra;Libres;Aglomeradas;Estrechas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Convexa;Lisa;Amarillo;Si;Almendra;Libres;Cercanas;Anchas;Negro;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Numerosa;Praderas
Comestible;Plana;Fibrosa;Gris;No;Ninguno;Libres;Cercanas;Estrechas;Gris;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Urbano
Comestible;Campana;Lisa;Amarillo;Si;Almendra;Libres;Cercanas;Anchas;Marron;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Hierbas
Comestible;Convexa;Lisa;Blanco;Si;Anis;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Numerosa;Praderas
Comestible;Convexa;Escamosa;Blanco;Si;Anis;Libres;Cercanas;Anchas;Marron;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Praderas
Comestible;Plana;Lisa;Blanco;Si;Almendra;Libres;Aglomeradas;Estrechas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Convexa;Escamosa;Amarillo;Si;Anis;Libres;Cercanas;Anchas;Blanco;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Hierbas
Comestible;Campana;Lisa;Blanco;Si;Anis;Libres;Cercanas;Anchas;Blanco;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Hierbas
Comestible;Convexa;Lisa;Blanco;Si;Almendra;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Numerosa;Hierbas
Comestible;Convexa;Fibrosa;Blanco;No;Ninguno;Libres;Aglomeradas;Anchas;Chocolate;Enflaquecido;Igual;Fibrosa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Evanescente;Negro;Dispersa;Hierbas
Comestible;Plana;Escamosa;Marron;Si;Anis;Libres;Cercanas;Anchas;Marron;Agrandado;Con raiz;Lisa;Escamosa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Caminos
Venenoso;Convexa;Lisa;Blanco;Si;Pungente;Libres;Cercanas;Estrechas;Negro;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Urbano
Comestible;Campana;Lisa;Blanco;Si;Almendra;Libres;Cercanas;Anchas;Marron;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Numerosa;Hierbas
Comestible;Campana;Lisa;Blanco;Si;Almendra;Libres;Cercanas;Anchas;Negro;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Praderas
Comestible;Campana;Escamosa;Blanco;Si;Anis;Libres;Cercanas;Anchas;Marron;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Numerosa;Hierbas
Comestible;Campana;Escamosa;Blanco;Si;Almendra;Libres;Cercanas;Anchas;Blanco;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Numerosa;Hierbas
Comestible;Convexa;Lisa;Amarillo;Si;Almendra;Libres;Cercanas;Anchas;Blanco;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Hierbas
Comestible;Campana;Lisa;Blanco;Si;Anis;Libres;Cercanas;Anchas;Blanco;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Numerosa;Praderas
Comestible;Convexa;Fibrosa;Amarillo;Si;Almendra;Libres;Aglomeradas;Estrechas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Convexa;Fibrosa;Gris;No;Ninguno;Libres;Cercanas;Estrechas;Marron;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Urbano
Comestible;Plana;Escamosa;Amarillo;Si;Almendra;Libres;Cercanas;Anchas;Marron;Agrandado;Con raiz;Lisa;Escamosa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Hierbas
Comestible;Campana;Lisa;Blanco;Si;Anis;Libres;Cercanas;Anchas;Marron;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Numerosa;Praderas
Comestible;Convexa;Lisa;Amarillo;Si;Almendra;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Hierbas
Comestible;Convexa;Escamosa;Amarillo;Si;Almendra;Libres;Cercanas;Anchas;Negro;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Hierbas
Comestible;Convexa;Escamosa;Blanco;Si;Anis;Libres;Cercanas;Anchas;Blanco;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Hierbas
Comestible;Hundida;Fibrosa;Gris;No;Ninguno;Libres;Cercanas;Estrechas;Rosa;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Urbano
Comestible;Convexa;Lisa;Blanco;Si;Almendra;Libres;Cercanas;Anchas;Marron;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Numerosa;Praderas
Venenoso;Convexa;Lisa;Blanco;Si;Pungente;Libres;Cercanas;Estrechas;Negro;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Hierbas
Comestible;Convexa;Escamosa;Amarillo;Si;Almendra;Libres;Cercanas;Anchas;Marron;Agrandado;Con raiz;Lisa;Escamosa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Hierbas
Comestible;Plana;Fibrosa;Blanco;Si;Almendra;Libres;Aglomeradas;Estrechas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Convexa;Escamosa;Blanco;Si;Anis;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Numerosa;Praderas
Comestible;Campana;Escamosa;Blanco;Si;Anis;Libres;Cercanas;Anchas;Marron;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Hierbas
Comestible;Convexa;Lisa;Blanco;Si;Almendra;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Numerosa;Hierbas
Comestible;Convexa;Lisa;Amarillo;Si;Almendra;Libres;Cercanas;Anchas;Gris;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Hierbas
Venenoso;Convexa;Escamosa;Marron;Si;Pungente;Libres;Cercanas;Estrechas;Rosa;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Varia;Urbano
Comestible;Campana;Lisa;Amarillo;Si;Almendra;Libres;Cercanas;Anchas;Marron;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Numerosa;Hierbas
Comestible;Convexa;Fibrosa;Gris;No;Ninguno;Libres;Cercanas;Estrechas;Marron;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Urbano
Venenoso;Convexa;Escamosa;Blanco;Si;Pungente;Libres;Cercanas;Estrechas;Negro;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Urbano
Comestible;Convexa;Escamosa;Amarillo;Si;Anis;Libres;Cercanas;Anchas;Marron;Agrandado;Con raiz;Lisa;Escamosa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Caminos
Comestible;Plana;Fibrosa;Marron;No;Ninguno;Libres;Cercanas;Estrechas;Negro;Agrandado;Igual;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Varia;Urbano
Comestible;Campana;Lisa;Blanco;Si;Anis;Libres;Cercanas;Anchas;Negro;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Numerosa;Hierbas
Comestible;Convexa;Fibrosa;Blanco;Si;Anis;Libres;Aglomeradas;Estrechas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Convexa;Escamosa;Blanco;Si;Anis;Libres;Cercanas;Anchas;Blanco;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Hierbas
Comestible;Campana;Escamosa;Amarillo;Si;Anis;Libres;Cercanas;Anchas;Marron;Agrandado;Clava;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Hierbas
Comestible;Convexa;Escamosa;Amarillo;Si;Anis;Libres;Cercanas;Anchas;Marron;Agrandado;Con raiz;Lisa;Escamosa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Hierbas
Comestible;Plana;Escamosa;Amarillo;Si;Almendra;Libres;Cercanas;Anchas;Rosa;Agrandado;Con raiz;Lisa;Escamosa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Caminos
